"country","daily","revenue"
"Nigeria","2007-4-8","77.84"
"Nigeria","2007-4-9","35.91"
"Nigeria","2007-5-14","8.97"
"North Korea","2007-2-18","0.99"
"North Korea","2007-3-18","12.98"
"North Korea","2007-3-19","17.96"
"North Korea","2007-3-2","9.98"
"North Korea","2007-3-20","2.99"
"North Korea","2007-3-22","4.99"
"North Korea","2007-4-10","4.99"
"North Korea","2007-4-27","10.97"
"North Korea","2007-4-28","0.99"
"North Korea","2007-4-29","12.95"
"North Korea","2007-4-30","15.96"
"North Korea","2007-4-6","0.99"
"North Korea","2007-4-7","9.98"
"North Korea","2007-4-8","0.99"
"Oman","2007-2-15","6.99"
"Oman","2007-2-16","2.99"
"Oman","2007-2-18","7.98"
"Oman","2007-2-20","8.98"
"Oman","2007-2-21","5.98"
"Oman","2007-3-1","6.97"
"Oman","2007-3-16","0.99"
"Oman","2007-3-18","10.97"
"Oman","2007-3-19","2.99"
"Oman","2007-3-2","12.98"
"Oman","2007-3-21","7.99"
"Oman","2007-4-10","3.98"
"Oman","2007-4-11","15.96"
"Oman","2007-4-27","17.96"
"Oman","2007-4-28","10.97"
"Oman","2007-4-30","10.97"
"Oman","2007-4-6","3.98"
"Oman","2007-4-7","7.98"
"Oman","2007-4-8","5.97"
"Oman","2007-4-9","2.99"
"Oman","2007-5-14","4.99"
"Pakistan","2007-2-14","2.99"
"Pakistan","2007-2-15","12.97"
"Pakistan","2007-2-16","18.94"
"Pakistan","2007-2-17","3.99"
"Pakistan","2007-2-18","9.98"
"Pakistan","2007-2-19","8.99"
"Pakistan","2007-2-20","13.97"
"Pakistan","2007-2-21","9.98"
"Pakistan","2007-3-1","38.92"
"Pakistan","2007-3-16","6.99"
"Pakistan","2007-3-17","6.96"
"Pakistan","2007-3-18","8.99"
"Pakistan","2007-3-19","34.92"
"Pakistan","2007-3-2","33.93"
"Pakistan","2007-3-20","0.99"
"Pakistan","2007-3-21","22.95"
"Pakistan","2007-3-22","28.92"
"Pakistan","2007-3-23","24.93"
"Pakistan","2007-4-10","8.97"
"Pakistan","2007-4-11","22.95"
"Pakistan","2007-4-12","20.96"
"Pakistan","2007-4-27","10.98"
"Pakistan","2007-4-28","12.96"
"Pakistan","2007-4-29","25.93"
"Pakistan","2007-4-30","40.91"
"Pakistan","2007-4-5","5.99"
"Pakistan","2007-4-6","11.96"
"Pakistan","2007-4-7","9.96"
"Pakistan","2007-4-8","10.97"
"Pakistan","2007-4-9","0.99"
"Paraguay","2007-2-15","13.96"
"Paraguay","2007-2-16","1.98"
"Paraguay","2007-2-18","5.99"
"Paraguay","2007-2-19","4.99"
"Paraguay","2007-2-21","7.98"
"Paraguay","2007-3-17","4.98"
"Paraguay","2007-3-18","9.98"
"Paraguay","2007-3-2","4.99"
"Paraguay","2007-3-20","2.99"
"Paraguay","2007-3-21","40.91"
"Paraguay","2007-3-22","5.98"
"Paraguay","2007-3-23","21.95"
"Paraguay","2007-4-11","7.99"
"Paraguay","2007-4-12","9.99"
"Paraguay","2007-4-27","16.97"
"Paraguay","2007-4-28","13.97"
"Paraguay","2007-4-29","19.96"
"Paraguay","2007-4-30","21.96"
"Paraguay","2007-4-6","12.98"
"Paraguay","2007-4-7","27.94"
"Paraguay","2007-4-8","4.99"
"Paraguay","2007-4-9","9.97"
"Peru","2007-2-15","13.97"
"Peru","2007-2-18","16.95"
"Peru","2007-2-19","11.97"
"Peru","2007-2-20","1.99"
"Peru","2007-2-21","5.99"
"Peru","2007-3-1","13.97"
"Peru","2007-3-16","4.99"
"Peru","2007-3-17","22.95"
"Peru","2007-3-18","21.96"
"Peru","2007-3-19","24.93"
"Peru","2007-3-2","38.91"
"Peru","2007-3-20","18.96"
"Peru","2007-3-21","5.99"
"Peru","2007-3-22","17.96"
"Peru","2007-3-23","2.99"
"Peru","2007-4-10","12.96"
"Peru","2007-4-11","6.95"
"Peru","2007-4-12","11.96"
"Peru","2007-4-26","7.99"
"Peru","2007-4-27","13.97"
"Peru","2007-4-28","18.95"
"Peru","2007-4-29","5.99"
"Peru","2007-4-30","32.92"
"Peru","2007-4-5","0.99"
"Peru","2007-4-6","10.97"
"Peru","2007-4-7","17.97"
"Peru","2007-4-8","13.98"
"Peru","2007-4-9","21.94"
"Peru","2007-5-14","4.99"
"Philippines","2007-2-14","6.99"
"Philippines","2007-2-15","68.81"
"Philippines","2007-2-16","43.91"
"Philippines","2007-2-17","50.90"
"Philippines","2007-2-18","44.90"
"Philippines","2007-2-19","44.90"
"Philippines","2007-2-20","68.85"
"Philippines","2007-2-21","29.91"
"Philippines","2007-3-1","84.81"
"Philippines","2007-3-16","13.98"
"Philippines","2007-3-17","122.71"
"Philippines","2007-3-18","95.80"
"Philippines","2007-3-19","100.77"
"Philippines","2007-3-2","102.79"
"Philippines","2007-3-20","101.77"
"Philippines","2007-3-21","109.75"
"Philippines","2007-3-22","103.74"
"Philippines","2007-3-23","69.86"
"Philippines","2007-4-10","100.75"
"Philippines","2007-4-11","46.83"
"Philippines","2007-4-12","42.88"
"Philippines","2007-4-26","15.96"
"Philippines","2007-4-27","70.81"
"Philippines","2007-4-28","75.78"
"Philippines","2007-4-29","58.85"
"Philippines","2007-4-30","245.45"
"Philippines","2007-4-5","3.99"
"Philippines","2007-4-6","44.85"
"Philippines","2007-4-7","51.89"
"Philippines","2007-4-8","88.81"
"Philippines","2007-4-9","81.80"
"Philippines","2007-5-14","25.90"
"Poland","2007-2-15","8.98"
"Poland","2007-2-16","4.99"
"Poland","2007-2-17","32.93"
"Poland","2007-2-18","21.94"
"Poland","2007-2-19","5.98"
"Poland","2007-2-20","19.96"
"Poland","2007-2-21","29.96"
"Poland","2007-3-1","32.92"
"Poland","2007-3-16","10.98"
"Poland","2007-3-17","24.92"
"Poland","2007-3-18","16.94"
"Poland","2007-3-19","30.91"
"Poland","2007-3-2","37.90"
"Poland","2007-3-20","25.93"
"Poland","2007-3-21","25.94"
"Poland","2007-3-22","29.93"
"Poland","2007-3-23","35.93"
"Poland","2007-4-10","27.94"
"Poland","2007-4-11","21.96"
"Poland","2007-4-12","48.92"
"Poland","2007-4-27","32.91"
"Poland","2007-4-28","24.93"
"Poland","2007-4-29","30.90"
"Poland","2007-4-30","78.83"
"Poland","2007-4-5","3.99"
"Poland","2007-4-6","64.87"
"Poland","2007-4-7","19.97"
"Poland","2007-4-8","16.95"
"Poland","2007-4-9","16.95"
"Puerto Rico","2007-2-15","0.99"
"Puerto Rico","2007-2-18","6.99"
"Puerto Rico","2007-2-19","10.98"
"Puerto Rico","2007-3-1","2.99"
"Puerto Rico","2007-3-16","4.99"
"Puerto Rico","2007-3-17","5.99"
"Puerto Rico","2007-3-18","6.98"
"Puerto Rico","2007-3-19","14.97"
"Puerto Rico","2007-3-2","9.98"
"Puerto Rico","2007-3-20","10.98"
"Puerto Rico","2007-3-21","4.99"
"Puerto Rico","2007-3-22","2.99"
"Puerto Rico","2007-3-23","4.99"
"Puerto Rico","2007-4-10","12.97"
"Puerto Rico","2007-4-11","0.99"
"Puerto Rico","2007-4-12","5.99"
"Puerto Rico","2007-4-27","19.96"
"Puerto Rico","2007-4-28","23.95"
"Puerto Rico","2007-4-29","5.97"
"Puerto Rico","2007-4-30","24.94"
"Puerto Rico","2007-4-6","5.98"
"Puerto Rico","2007-4-7","20.96"
"Puerto Rico","2007-4-9","12.97"
"Puerto Rico","2007-5-14","0.99"
"Romania","2007-2-15","8.98"
"Romania","2007-2-16","5.98"
"Romania","2007-2-18","8.99"
"Romania","2007-2-19","2.97"
"Romania","2007-3-1","2.99"
"Romania","2007-3-16","5.99"
"Romania","2007-3-17","7.96"
"Romania","2007-3-18","10.97"
"Romania","2007-3-19","2.99"
"Romania","2007-3-2","5.99"
"Romania","2007-3-20","16.97"
"Romania","2007-3-21","7.98"
"Romania","2007-3-23","9.97"
"Romania","2007-4-11","10.97"
"Romania","2007-4-27","10.97"
"Romania","2007-4-28","6.98"
"Romania","2007-4-29","24.95"
"Romania","2007-4-30","17.97"
"Romania","2007-4-7","2.98"
"Romania","2007-4-8","34.91"
"Romania","2007-4-9","9.96"
"Runion","2007-2-15","8.98"
"Runion","2007-2-19","13.97"
"Runion","2007-3-1","6.99"
"Runion","2007-3-17","3.98"
"Runion","2007-3-18","3.99"
"Runion","2007-3-19","13.98"
"Runion","2007-3-2","10.99"
"Runion","2007-3-20","0.99"
"Runion","2007-3-21","15.96"
"Runion","2007-3-22","22.96"
"Runion","2007-3-23","7.98"
"Runion","2007-4-11","1.99"
"Runion","2007-4-12","19.98"
"Runion","2007-4-28","20.96"
"Runion","2007-4-29","18.96"
"Runion","2007-4-30","20.95"
"Runion","2007-4-6","0.99"
"Runion","2007-4-7","0.99"
"Runion","2007-4-8","5.98"
"Runion","2007-4-9","9.98"
"Russian Federation","2007-2-14","7.98"
"Russian Federation","2007-2-15","65.83"
"Russian Federation","2007-2-16","55.89"
"Russian Federation","2007-2-17","49.87"
"Russian Federation","2007-2-18","35.91"
"Russian Federation","2007-2-19","60.84"
"Russian Federation","2007-2-20","49.86"
"Russian Federation","2007-2-21","44.91"
"Russian Federation","2007-3-1","150.66"
"Russian Federation","2007-3-16","6.97"
"Russian Federation","2007-3-17","111.76"
"Russian Federation","2007-3-18","117.68"
"Russian Federation","2007-3-19","102.70"
"Russian Federation","2007-3-2","82.79"
"Russian Federation","2007-3-20","66.86"
"Russian Federation","2007-3-21","75.82"
"Russian Federation","2007-3-22","122.72"
"Russian Federation","2007-3-23","121.72"
"Russian Federation","2007-4-10","123.74"
"Russian Federation","2007-4-11","72.82"
"Russian Federation","2007-4-12","102.77"
"Russian Federation","2007-4-26","12.97"
"Russian Federation","2007-4-27","98.77"
"Russian Federation","2007-4-28","161.67"
"Russian Federation","2007-4-29","141.70"
"Russian Federation","2007-4-30","304.35"
"Russian Federation","2007-4-5","8.97"
"Russian Federation","2007-4-6","82.83"
"Russian Federation","2007-4-7","53.83"
"Russian Federation","2007-4-8","149.71"
"Russian Federation","2007-4-9","112.76"
"Russian Federation","2007-5-14","7.96"
"Saint Vincent and the Grenadines","2007-3-1","0.99"
"Saint Vincent and the Grenadines","2007-3-19","2.99"
"Saint Vincent and the Grenadines","2007-3-2","13.96"
"Saint Vincent and the Grenadines","2007-4-27","2.99"
"Saint Vincent and the Grenadines","2007-4-28","7.98"
"Saint Vincent and the Grenadines","2007-4-29","13.97"
"Saint Vincent and the Grenadines","2007-4-30","6.97"
"Saint Vincent and the Grenadines","2007-4-6","0.99"
"Saint Vincent and the Grenadines","2007-4-7","7.99"
"Saint Vincent and the Grenadines","2007-4-9","5.99"
"Saudi Arabia","2007-2-14","0.99"
"Saudi Arabia","2007-2-15","9.99"
"Saudi Arabia","2007-2-16","7.98"
"Saudi Arabia","2007-2-17","3.99"
"Saudi Arabia","2007-2-18","4.99"
"Saudi Arabia","2007-2-21","4.99"
"Saudi Arabia","2007-3-1","18.93"
"Saudi Arabia","2007-3-17","22.94"
"Saudi Arabia","2007-3-18","24.95"
"Saudi Arabia","2007-3-19","6.97"
"Saudi Arabia","2007-3-2","26.95"
"Saudi Arabia","2007-3-20","16.96"
"Saudi Arabia","2007-3-21","37.91"
"Saudi Arabia","2007-3-22","11.96"
"Saudi Arabia","2007-3-23","11.97"
"Saudi Arabia","2007-4-10","8.98"
"Saudi Arabia","2007-4-11","29.95"
"Saudi Arabia","2007-4-12","18.96"
"Saudi Arabia","2007-4-27","23.96"
"Saudi Arabia","2007-4-28","25.96"
"Saudi Arabia","2007-4-29","37.91"
"Saudi Arabia","2007-4-30","32.92"
"Saudi Arabia","2007-4-6","15.95"
"Saudi Arabia","2007-4-7","13.97"
"Saudi Arabia","2007-4-8","6.98"
"Saudi Arabia","2007-4-9","20.95"
"Saudi Arabia","2007-5-14","3.98"
"Senegal","2007-2-15","2.99"
"Senegal","2007-2-16","0.99"
"Senegal","2007-2-17","12.98"
"Senegal","2007-2-18","5.98"
"Senegal","2007-2-19","2.99"
"Senegal","2007-3-1","8.98"
"Senegal","2007-3-18","4.99"
"Senegal","2007-3-19","13.98"
"Senegal","2007-3-20","4.99"
"Senegal","2007-3-21","4.98"
"Senegal","2007-3-23","6.98"
"Senegal","2007-4-10","0.99"
"Senegal","2007-4-11","0.99"
"Senegal","2007-4-27","2.99"
"Senegal","2007-4-29","4.99"
"Senegal","2007-4-6","10.98"
"Senegal","2007-4-7","3.99"
"Slovakia","2007-2-15","5.99"
"Slovakia","2007-2-16","1.99"
"Slovakia","2007-2-17","8.98"
"Slovakia","2007-3-1","13.96"
"Slovakia","2007-3-2","2.99"
"Slovakia","2007-3-22","0.99"
"Slovakia","2007-3-23","2.99"
"Slovakia","2007-4-10","0.99"
"Slovakia","2007-4-11","16.97"
"Slovakia","2007-4-12","0.99"
"Slovakia","2007-4-27","8.98"
"Slovakia","2007-4-28","5.98"
"Slovakia","2007-4-30","3.99"
"Slovakia","2007-4-6","3.99"
"Slovakia","2007-4-7","0.99"
"South Africa","2007-2-14","5.99"
"South Africa","2007-2-15","16.96"
"South Africa","2007-2-16","19.94"
"South Africa","2007-2-17","6.98"
"South Africa","2007-2-18","26.94"
"South Africa","2007-2-19","24.93"
"South Africa","2007-2-20","30.94"
"South Africa","2007-2-21","9.97"
"South Africa","2007-3-1","54.86"
"South Africa","2007-3-16","19.97"
"South Africa","2007-3-17","84.78"
"South Africa","2007-3-18","42.90"
"South Africa","2007-3-19","41.91"
"South Africa","2007-3-2","41.91"
"South Africa","2007-3-20","63.89"
"South Africa","2007-3-21","28.94"
"South Africa","2007-3-22","40.90"
"South Africa","2007-3-23","33.92"
"South Africa","2007-4-10","36.93"
"South Africa","2007-4-11","43.89"
"South Africa","2007-4-12","21.95"
"South Africa","2007-4-26","1.99"
"South Africa","2007-4-27","39.90"
"South Africa","2007-4-28","44.86"
"South Africa","2007-4-29","21.92"
"South Africa","2007-4-30","103.77"
"South Africa","2007-4-5","0.99"
"South Africa","2007-4-6","33.91"
"South Africa","2007-4-7","38.92"
"South Africa","2007-4-8","38.91"
"South Africa","2007-4-9","39.90"
"South Africa","2007-5-14","4.99"
"South Korea","2007-2-15","7.96"
"South Korea","2007-2-16","9.98"
"South Korea","2007-2-17","10.97"
"South Korea","2007-2-18","16.96"
"South Korea","2007-2-19","2.99"
"South Korea","2007-2-20","5.98"
"South Korea","2007-3-1","10.97"
"South Korea","2007-3-17","22.96"
"South Korea","2007-3-18","9.97"
"South Korea","2007-3-19","9.98"
"South Korea","2007-3-2","38.92"
"South Korea","2007-3-20","28.95"
"South Korea","2007-3-21","3.99"
"South Korea","2007-3-22","27.95"
"South Korea","2007-3-23","23.95"
"South Korea","2007-4-10","7.98"
"South Korea","2007-4-11","20.95"
"South Korea","2007-4-12","17.96"
"South Korea","2007-4-26","0.99"
"South Korea","2007-4-27","48.90"
"South Korea","2007-4-28","25.95"
"South Korea","2007-4-29","51.89"
"South Korea","2007-4-30","54.87"
"South Korea","2007-4-5","6.97"
"South Korea","2007-4-6","22.95"
"South Korea","2007-4-7","10.97"
"South Korea","2007-4-8","13.96"
"South Korea","2007-4-9","6.97"
"South Korea","2007-5-14","3.98"
"Spain","2007-2-15","10.97"
"Spain","2007-2-16","9.99"
"Spain","2007-2-17","2.99"
"Spain","2007-2-18","0.99"
"Spain","2007-2-19","2.99"
"Spain","2007-2-20","4.99"
"Spain","2007-3-1","25.90"
"Spain","2007-3-17","20.94"
"Spain","2007-3-18","38.92"
"Spain","2007-3-19","16.96"
"Spain","2007-3-2","3.97"
"Spain","2007-3-20","18.96"
"Spain","2007-3-21","28.93"
"Spain","2007-3-22","20.97"
"Spain","2007-3-23","37.94"
"Spain","2007-4-10","18.96"
"Spain","2007-4-11","28.95"
"Spain","2007-4-12","4.99"
"Spain","2007-4-26","3.99"
"Spain","2007-4-27","42.92"
"Spain","2007-4-28","10.97"
"Spain","2007-4-29","18.95"
"Spain","2007-4-30","45.89"
"Spain","2007-4-5","18.97"
"Spain","2007-4-6","21.94"
"Spain","2007-4-7","13.95"
"Spain","2007-4-8","11.98"
"Spain","2007-4-9","14.95"
"Spain","2007-5-14","9.98"
"Sri Lanka","2007-2-18","4.99"
"Sri Lanka","2007-2-19","5.98"
"Sri Lanka","2007-3-17","2.99"
"Sri Lanka","2007-3-18","7.98"
"Sri Lanka","2007-3-19","0.99"
"Sri Lanka","2007-3-2","2.99"
"Sri Lanka","2007-3-20","14.97"
"Sri Lanka","2007-3-21","4.99"
"Sri Lanka","2007-3-23","11.97"
"Sri Lanka","2007-4-11","5.98"
"Sri Lanka","2007-4-12","2.99"
"Sri Lanka","2007-4-27","4.99"
"Sri Lanka","2007-4-28","9.98"
"Sri Lanka","2007-4-29","10.98"
"Sri Lanka","2007-4-30","5.98"
"Sri Lanka","2007-4-7","3.99"
"Sri Lanka","2007-4-9","0.99"
"Sudan","2007-2-15","3.98"
"Sudan","2007-2-16","6.97"
"Sudan","2007-2-20","8.97"
"Sudan","2007-2-21","7.98"
"Sudan","2007-3-1","12.98"
"Sudan","2007-3-17","0.99"
"Sudan","2007-3-18","6.99"
"Sudan","2007-3-19","7.99"
"Sudan","2007-3-2","3.99"
"Sudan","2007-3-20","4.99"
"Sudan","2007-3-21","6.98"
"Sudan","2007-3-22","9.98"
"Sudan","2007-3-23","13.96"
"Sudan","2007-4-10","21.97"
"Sudan","2007-4-12","9.98"
"Sudan","2007-4-27","4.99"
"Sudan","2007-4-28","12.96"
"Sudan","2007-4-29","5.99"
"Sudan","2007-4-30","27.94"
"Sudan","2007-4-6","0.99"
"Sudan","2007-4-7","13.97"
"Sudan","2007-4-9","6.97"
"Sweden","2007-2-15","2.99"
"Sweden","2007-2-17","7.98"
"Sweden","2007-2-19","7.98"
"Sweden","2007-2-21","10.98"
"Sweden","2007-3-1","0.99"
"Sweden","2007-3-17","6.98"
"Sweden","2007-3-18","0.99"
"Sweden","2007-3-2","8.98"
"Sweden","2007-3-20","5.98"
"Sweden","2007-3-21","10.97"
"Sweden","2007-3-22","4.99"
"Sweden","2007-3-23","8.99"
"Sweden","2007-4-10","0.99"
"Sweden","2007-4-11","18.97"
"Sweden","2007-4-26","2.99"
"Sweden","2007-4-28","2.99"
"Sweden","2007-4-30","5.99"
"Sweden","2007-4-6","7.98"
"Sweden","2007-4-7","14.97"
"Sweden","2007-4-8","5.99"
"Switzerland","2007-2-15","1.99"
"Switzerland","2007-2-16","7.99"
"Switzerland","2007-2-17","7.99"
"Switzerland","2007-2-19","4.99"
"Switzerland","2007-2-20","2.99"
"Switzerland","2007-2-21","4.99"
"Switzerland","2007-3-1","0.99"
"Switzerland","2007-3-17","15.98"
"Switzerland","2007-3-18","2.99"
"Switzerland","2007-3-19","0.99"
"Switzerland","2007-3-2","8.97"
"Switzerland","2007-3-20","0.99"
"Switzerland","2007-3-21","15.96"
"Switzerland","2007-3-22","19.95"
"Switzerland","2007-3-23","1.99"
"Switzerland","2007-4-10","5.99"
"Switzerland","2007-4-11","18.96"
"Switzerland","2007-4-12","14.96"
"Switzerland","2007-4-27","24.94"
"Switzerland","2007-4-28","18.96"
"Switzerland","2007-4-29","10.97"
"Switzerland","2007-4-30","25.95"
"Switzerland","2007-4-6","12.97"
"Switzerland","2007-4-7","4.99"
"Switzerland","2007-4-9","1.99"
"Switzerland","2007-5-14","7.98"
"Taiwan","2007-2-14","2.99"
"Taiwan","2007-2-15","12.96"
"Taiwan","2007-2-16","31.92"
"Taiwan","2007-2-17","36.93"
"Taiwan","2007-2-18","14.96"
"Taiwan","2007-2-19","31.92"
"Taiwan","2007-2-20","22.95"
"Taiwan","2007-2-21","16.97"
"Taiwan","2007-3-1","60.86"
"Taiwan","2007-3-17","36.92"
"Taiwan","2007-3-18","44.85"
"Taiwan","2007-3-19","43.88"
"Taiwan","2007-3-2","50.87"
"Taiwan","2007-3-20","37.90"
"Taiwan","2007-3-21","38.89"
"Taiwan","2007-3-22","32.93"
"Taiwan","2007-3-23","51.84"
"Taiwan","2007-4-10","24.94"
"Taiwan","2007-4-11","17.95"
"Taiwan","2007-4-12","52.85"
"Taiwan","2007-4-27","39.88"
"Taiwan","2007-4-28","75.83"
"Taiwan","2007-4-29","39.92"
"Taiwan","2007-4-30","100.75"
"Taiwan","2007-4-5","11.98"
"Taiwan","2007-4-6","40.90"
"Taiwan","2007-4-7","26.93"
"Taiwan","2007-4-8","54.85"
"Taiwan","2007-4-9","78.85"
"Taiwan","2007-5-14","18.93"
"Tanzania","2007-2-14","2.99"
"Tanzania","2007-2-15","5.98"
"Tanzania","2007-2-16","0.99"
"Tanzania","2007-2-17","4.99"
"Tanzania","2007-2-18","4.99"
"Tanzania","2007-2-19","3.99"
"Tanzania","2007-2-21","10.97"
"Tanzania","2007-3-1","4.99"
"Tanzania","2007-3-17","31.93"
"Tanzania","2007-3-18","8.97"
"Tanzania","2007-3-19","15.96"
"Tanzania","2007-3-2","38.91"
"Tanzania","2007-3-20","15.95"
"Tanzania","2007-3-21","14.95"
"Tanzania","2007-3-23","4.99"
"Tanzania","2007-4-10","9.96"
"Tanzania","2007-4-11","1.98"
"Tanzania","2007-4-12","12.98"
"Tanzania","2007-4-27","18.96"
"Tanzania","2007-4-28","34.95"
"Tanzania","2007-4-29","5.98"
"Tanzania","2007-4-30","30.95"
"Tanzania","2007-4-6","6.98"
"Tanzania","2007-4-7","5.98"
"Tanzania","2007-4-8","16.96"
"Tanzania","2007-5-14","4.99"
"Thailand","2007-2-15","6.98"
"Thailand","2007-2-16","8.97"
"Thailand","2007-2-17","17.95"
"Thailand","2007-2-18","17.97"
"Thailand","2007-2-20","6.98"
"Thailand","2007-2-21","4.99"
"Thailand","2007-3-1","26.95"
"Thailand","2007-3-17","6.98"
"Thailand","2007-3-18","13.96"
"Thailand","2007-3-19","17.96"
"Thailand","2007-3-2","5.99"
"Thailand","2007-3-20","32.92"
"Thailand","2007-3-21","7.99"
"Thailand","2007-3-22","26.95"
"Thailand","2007-3-23","7.98"
"Thailand","2007-4-10","12.98"
"Thailand","2007-4-11","8.97"
"Thailand","2007-4-12","10.98"
"Thailand","2007-4-26","0.99"
"Thailand","2007-4-27","16.96"
"Thailand","2007-4-28","21.96"
"Thailand","2007-4-29","20.94"
"Thailand","2007-4-30","34.93"
"Thailand","2007-4-6","8.97"
"Thailand","2007-4-7","17.95"
"Thailand","2007-4-8","15.98"
"Thailand","2007-4-9","11.97"
"Thailand","2007-5-14","5.98"
"Tonga","2007-2-15","8.98"
"Tonga","2007-2-16","0.99"
"Tonga","2007-3-18","5.99"
"Tonga","2007-3-19","8.98"
"Tonga","2007-3-2","5.99"
"Tonga","2007-3-21","1.98"
"Tonga","2007-3-22","2.99"
"Tonga","2007-4-11","5.99"
"Tonga","2007-4-27","4.99"
"Tonga","2007-4-29","2.99"
"Tonga","2007-4-30","4.99"
"Tonga","2007-4-7","9.98"
"Tunisia","2007-3-1","4.99"
"Tunisia","2007-3-19","0.99"
"Tunisia","2007-3-20","4.98"
"Tunisia","2007-3-22","5.98"
"Tunisia","2007-4-10","2.99"
"Tunisia","2007-4-12","8.98"
"Tunisia","2007-4-29","6.98"
"Tunisia","2007-4-30","11.97"
"Tunisia","2007-4-6","1.98"
"Tunisia","2007-4-7","16.97"
"Tunisia","2007-4-9","5.98"
"Tunisia","2007-5-14","0.99"
"Turkey","2007-2-15","11.95"
"Turkey","2007-2-16","25.95"
"Turkey","2007-2-17","40.90"
"Turkey","2007-2-18","22.93"
"Turkey","2007-2-19","23.92"
"Turkey","2007-2-20","22.96"
"Turkey","2007-2-21","14.97"
"Turkey","2007-3-1","60.85"
"Turkey","2007-3-16","7.98"
"Turkey","2007-3-17","31.92"
"Turkey","2007-3-18","64.86"
"Turkey","2007-3-19","81.80"
"Turkey","2007-3-2","70.85"
"Turkey","2007-3-20","57.86"
"Turkey","2007-3-21","60.86"
"Turkey","2007-3-22","80.82"
"Turkey","2007-3-23","63.87"
"Turkey","2007-4-10","18.94"
"Turkey","2007-4-11","68.85"
"Turkey","2007-4-12","88.79"
"Turkey","2007-4-26","11.97"
"Turkey","2007-4-27","85.79"
"Turkey","2007-4-28","104.78"
"Turkey","2007-4-29","61.84"
"Turkey","2007-4-30","118.72"
"Turkey","2007-4-5","7.99"
"Turkey","2007-4-6","48.87"
"Turkey","2007-4-7","42.90"
"Turkey","2007-4-8","70.86"
"Turkey","2007-4-9","11.97"
"Turkey","2007-5-14","10.97"
"Turkmenistan","2007-2-15","6.98"
"Turkmenistan","2007-2-17","6.99"
"Turkmenistan","2007-2-18","4.99"
"Turkmenistan","2007-2-19","8.98"
"Turkmenistan","2007-2-20","3.99"
"Turkmenistan","2007-3-1","2.99"
"Turkmenistan","2007-3-2","8.99"
"Turkmenistan","2007-3-20","16.98"
"Turkmenistan","2007-3-21","6.99"
"Turkmenistan","2007-3-23","17.97"
"Turkmenistan","2007-4-11","8.97"
"Turkmenistan","2007-4-26","3.99"
"Turkmenistan","2007-4-27","2.99"
"Turkmenistan","2007-4-29","6.98"
"Turkmenistan","2007-4-30","6.99"
"Turkmenistan","2007-4-6","4.99"
"Turkmenistan","2007-4-9","2.99"
"Turkmenistan","2007-5-14","2.99"
"Tuvalu","2007-2-16","3.99"
"Tuvalu","2007-2-17","3.99"
"Tuvalu","2007-2-19","3.99"
"Tuvalu","2007-3-1","4.99"
"Tuvalu","2007-3-18","0.99"
"Tuvalu","2007-3-19","9.98"
"Tuvalu","2007-3-20","3.98"
"Tuvalu","2007-3-23","12.97"
"Tuvalu","2007-4-10","7.98"
"Tuvalu","2007-4-12","4.99"
"Tuvalu","2007-4-27","2.99"
"Tuvalu","2007-4-30","22.96"
"Tuvalu","2007-4-9","9.98"
"Ukraine","2007-2-15","12.97"
"Ukraine","2007-2-16","29.93"
"Ukraine","2007-2-17","3.98"
"Ukraine","2007-2-18","8.99"
"Ukraine","2007-2-19","16.96"
"Ukraine","2007-2-21","6.97"
"Ukraine","2007-3-1","23.93"
"Ukraine","2007-3-17","30.92"
"Ukraine","2007-3-18","59.90"
"Ukraine","2007-3-19","22.94"
"Ukraine","2007-3-2","16.96"
"Ukraine","2007-3-20","34.94"
"Ukraine","2007-3-21","3.98"
"Ukraine","2007-3-22","25.95"
"Ukraine","2007-3-23","27.92"
"Ukraine","2007-4-10","34.92"
"Ukraine","2007-4-11","33.92"
"Ukraine","2007-4-12","11.98"
"Ukraine","2007-4-27","21.96"
"Ukraine","2007-4-28","42.92"
"Ukraine","2007-4-29","28.94"
"Ukraine","2007-4-30","62.86"
"Ukraine","2007-4-5","2.99"
"Ukraine","2007-4-6","48.93"
"Ukraine","2007-4-7","13.98"
"Ukraine","2007-4-8","17.97"
"Ukraine","2007-4-9","26.92"
"United Arab Emirates","2007-2-15","14.97"
"United Arab Emirates","2007-2-16","9.98"
"United Arab Emirates","2007-2-18","12.95"
"United Arab Emirates","2007-2-19","5.98"
"United Arab Emirates","2007-2-21","4.99"
"United Arab Emirates","2007-3-1","3.99"
"United Arab Emirates","2007-3-17","17.96"
"United Arab Emirates","2007-3-18","22.96"
"United Arab Emirates","2007-3-19","4.99"
"United Arab Emirates","2007-3-2","11.96"
"United Arab Emirates","2007-3-20","6.98"
"United Arab Emirates","2007-3-21","3.97"
"United Arab Emirates","2007-3-22","7.98"
"United Arab Emirates","2007-3-23","8.98"
"United Arab Emirates","2007-4-10","4.99"
"United Arab Emirates","2007-4-11","8.99"
"United Arab Emirates","2007-4-12","6.99"
"United Arab Emirates","2007-4-26","5.98"
"United Arab Emirates","2007-4-27","16.95"
"United Arab Emirates","2007-4-28","14.97"
"United Arab Emirates","2007-4-29","23.95"
"United Arab Emirates","2007-4-30","26.95"
"United Arab Emirates","2007-4-6","22.95"
"United Arab Emirates","2007-4-7","13.96"
